content_id,nudity_level,violence_level,profanity_level,alcohol_level,frightening_level
3248,No Rate,No Rate,No Rate,No Rate,No Rate
3249,None,Mild,None,Mild,Moderate
3250,Moderate,Severe,Severe,Moderate,Moderate
3251,Severe,Moderate,Severe,Severe,Moderate
3252,No Rate,No Rate,No Rate,No Rate,No Rate
3253,Severe,Severe,Moderate,Mild,No Rate
3254,Moderate,Mild,Mild,Mild,Mild
3255,Mild,Severe,Moderate,Mild,Moderate
3256,No Rate,Mild,No Rate,No Rate,Mild
3257,Moderate,Mild,Severe,Severe,Mild
3258,Mild,Mild,Mild,Mild,Mild
3259,Mild,Mild,Moderate,Moderate,Mild
3260,No Rate,No Rate,No Rate,No Rate,No Rate
3261,None,Severe,Moderate,Moderate,Severe
3262,Moderate,Severe,Mild,Mild,Moderate
3263,Mild,Severe,Severe,Severe,Severe
3264,Mild,Moderate,Moderate,Mild,Moderate
3265,Mild,None,Moderate,Mild,Mild
3266,None,Mild,Mild,None,Mild
3267,Moderate,Moderate,Moderate,Mild,Mild
3268,Moderate,Mild,None,Mild,Moderate
3269,Mild,Mild,Mild,None,Mild
3270,None,None,None,None,Mild
3271,None,Mild,Severe,Mild,None
3272,None,Moderate,Mild,Mild,Moderate
3273,Moderate,Severe,Severe,Severe,Moderate
3274,Mild,Moderate,None,Mild,Moderate
3275,Moderate,Severe,Severe,Severe,Severe
3276,No Rate,No Rate,No Rate,No Rate,No Rate
3277,Moderate,None,Severe,Moderate,None
3278,Mild,None,Mild,Mild,Mild
3279,Moderate,Severe,Mild,Moderate,Moderate
3280,No Rate,No Rate,No Rate,No Rate,No Rate
3281,Moderate,Mild,Mild,Mild,Mild
3282,None,Severe,Moderate,Moderate,Moderate
3283,Mild,Mild,Mild,Mild,Moderate
3284,Mild,Moderate,Mild,None,Moderate
3285,No Rate,Severe,Mild,No Rate,Mild
3286,No Rate,No Rate,No Rate,No Rate,No Rate
3287,No Rate,No Rate,No Rate,No Rate,No Rate
3288,None,Mild,None,Mild,Mild
3289,Mild,Mild,Moderate,None,Moderate
3290,Mild,Moderate,Mild,Mild,Moderate
3291,No Rate,No Rate,No Rate,No Rate,No Rate
3292,Moderate,Mild,Mild,No Rate,No Rate
3293,No Rate,No Rate,No Rate,No Rate,No Rate
3294,Moderate,Severe,Severe,Moderate,Severe
3295,Mild,Moderate,Mild,Mild,Moderate
3296,No Rate,No Rate,No Rate,No Rate,No Rate
3297,Mild,Moderate,Moderate,Mild,Mild
3298,None,Severe,Severe,Mild,Severe
3299,No Rate,No Rate,No Rate,No Rate,No Rate
3300,None,Moderate,Mild,Mild,Severe
3301,None,Moderate,Moderate,Mild,Moderate
3302,Mild,No Rate,Severe,No Rate,None
3303,No Rate,No Rate,No Rate,No Rate,No Rate
3304,Mild,Severe,Severe,Mild,Severe
3305,None,Mild,None,None,Mild
3306,None,Mild,Mild,None,Mild
3307,Moderate,Mild,Mild,Mild,Mild
3308,None,Severe,Severe,Mild,Moderate
3309,None,Severe,Severe,Mild,Severe
3310,No Rate,No Rate,No Rate,No Rate,No Rate
3311,None,None,Mild,Mild,None
3312,Mild,Mild,Mild,None,Moderate
3313,Mild,Mild,Mild,Mild,Mild
3314,Mild,Mild,Mild,Mild,None
3315,Mild,Mild,Mild,Mild,Mild
3316,No Rate,No Rate,No Rate,No Rate,No Rate
3317,None,Mild,None,Mild,Mild
3318,Moderate,Moderate,Moderate,Mild,Moderate
3319,No Rate,No Rate,No Rate,No Rate,No Rate
3320,Mild,None,Mild,Mild,None
3321,None,Moderate,Mild,Mild,Severe
3322,None,Moderate,Mild,Mild,Moderate
3323,Moderate,Severe,Severe,Moderate,Moderate
3324,No Rate,No Rate,No Rate,No Rate,No Rate
3325,Moderate,Mild,Mild,Moderate,None
3326,Moderate,Mild,Moderate,Moderate,None
3327,Moderate,Severe,Severe,Mild,Severe
3328,Mild,Moderate,None,Mild,Moderate
3329,Severe,No Rate,No Rate,No Rate,No Rate
3330,Moderate,None,Severe,Moderate,None
3331,Mild,Mild,Moderate,Mild,Mild
3332,None,Mild,Mild,None,Moderate
3333,Moderate,Mild,Severe,Moderate,None
3334,Mild,Moderate,Moderate,Mild,Moderate
3335,Moderate,Severe,Moderate,Mild,Severe
3336,None,None,Mild,Mild,None
3337,Mild,Mild,Mild,Mild,Mild
3338,No Rate,No Rate,No Rate,No Rate,No Rate
3339,Severe,Moderate,Moderate,Mild,Moderate
3340,None,Mild,None,Mild,None
3341,None,None,None,Mild,None
3342,Moderate,Mild,Moderate,Moderate,Mild
3343,None,None,None,None,None
3344,Mild,Severe,Moderate,Mild,Moderate
3345,Moderate,None,Moderate,Mild,None
3346,Mild,No Rate,No Rate,Mild,No Rate
3347,None,Mild,None,Mild,Moderate
3348,Mild,Moderate,Mild,Mild,Moderate
3349,Mild,None,Mild,Mild,None
3350,Severe,Severe,Mild,Mild,Severe
3351,Mild,Moderate,Mild,Mild,Moderate
3352,Moderate,Mild,Severe,Moderate,None
3353,Mild,Moderate,Moderate,Mild,Moderate
3354,Mild,Severe,No Rate,No Rate,Mild
3355,None,Moderate,Mild,Moderate,Mild
3356,None,Severe,Moderate,Mild,Moderate
3357,No Rate,No Rate,No Rate,No Rate,No Rate
3358,Severe,Severe,None,Mild,Moderate
3359,Moderate,Severe,Mild,Mild,Severe
3360,Moderate,Moderate,None,Mild,Moderate
3361,Moderate,Mild,Moderate,Mild,None
3362,Mild,Moderate,Mild,Mild,Moderate
3363,Moderate,Moderate,Severe,Moderate,Mild
3364,Mild,Moderate,Moderate,Mild,Moderate
3365,Moderate,Moderate,Severe,Mild,Mild
3366,Mild,Mild,Severe,Moderate,Mild
3367,None,Mild,Moderate,Mild,None
3368,Moderate,Severe,Moderate,Moderate,Moderate
3369,Mild,Mild,Severe,Severe,Mild
3370,Severe,Moderate,Severe,Moderate,Moderate
3371,None,Mild,Mild,Mild,Mild
3372,No Rate,No Rate,No Rate,No Rate,No Rate
3373,Mild,Mild,Mild,Mild,Moderate
3374,None,Moderate,None,Mild,Moderate
3375,Mild,Moderate,Mild,None,Moderate
3376,None,Mild,None,None,Mild
3377,None,Moderate,Mild,Mild,Moderate
3378,Mild,Severe,Moderate,Mild,Severe
3379,Mild,None,No Rate,Mild,Mild
3380,Severe,Severe,Severe,Moderate,Moderate
3381,Moderate,Moderate,Moderate,Mild,Mild
3382,No Rate,No Rate,No Rate,No Rate,No Rate
3383,Moderate,None,Mild,Mild,None
3384,Severe,Severe,Severe,Moderate,Severe
3385,None,Mild,None,None,Moderate
3386,Severe,Severe,Moderate,Moderate,Severe
3387,Moderate,Mild,Severe,Moderate,None
3388,None,Moderate,Mild,Mild,Moderate
3389,Severe,Severe,Severe,Moderate,Severe
3390,None,None,None,Mild,None
3391,No Rate,No Rate,No Rate,No Rate,No Rate
3392,Moderate,Mild,None,Mild,Mild
3393,Moderate,Moderate,Mild,Moderate,Moderate
3394,Moderate,None,Moderate,Moderate,None
3395,None,Mild,None,None,Mild
3396,Mild,Mild,Mild,Mild,Mild
3397,No Rate,No Rate,No Rate,No Rate,No Rate
3398,None,None,Mild,None,None
3399,Mild,None,Mild,None,None
3400,Mild,Moderate,Severe,Mild,Moderate
3401,Mild,Moderate,Moderate,Mild,Moderate
3402,Mild,Moderate,Mild,Mild,Mild
3403,Mild,Severe,Moderate,Mild,Severe
3404,Mild,Severe,Mild,Moderate,Moderate
3405,Mild,None,None,Mild,None
3406,None,Moderate,Moderate,Mild,Moderate
3407,No Rate,No Rate,No Rate,No Rate,No Rate
3408,Mild,Mild,Moderate,Mild,None
3409,None,Mild,Mild,None,Mild
3410,Mild,Moderate,Moderate,Mild,Moderate
3411,Mild,Mild,Moderate,Mild,None
3412,None,Mild,Mild,None,None
3413,No Rate,No Rate,No Rate,No Rate,No Rate
3414,Mild,Mild,Mild,None,None
3415,None,Mild,Moderate,Moderate,None
3416,Mild,Moderate,Mild,Mild,Mild
3417,None,Mild,Mild,None,Mild
3418,No Rate,No Rate,No Rate,No Rate,No Rate
3419,Moderate,Severe,Severe,Mild,Moderate
3420,No Rate,No Rate,Severe,No Rate,No Rate
3421,Mild,Mild,Severe,Moderate,Moderate
3422,Mild,Moderate,Mild,Mild,Mild
3423,None,Mild,Mild,Mild,Mild
3424,Severe,None,Severe,Mild,None
3425,Mild,Moderate,Severe,Moderate,Mild
3426,Moderate,Mild,Mild,Mild,No Rate
3427,No Rate,No Rate,No Rate,No Rate,No Rate
3428,Moderate,Moderate,Mild,None,Moderate
3429,Mild,Mild,Mild,None,Mild
3430,Mild,Moderate,Mild,Mild,Mild
3431,Mild,None,Mild,None,None
3432,Mild,Moderate,Mild,None,Severe
3433,Severe,None,Moderate,Moderate,None
3434,None,None,None,None,Mild
3435,Severe,Mild,Mild,Mild,Mild
3436,Severe,Moderate,Severe,Moderate,Moderate
3437,Mild,Severe,Moderate,Mild,Moderate
3438,Mild,No Rate,Moderate,Mild,Mild
3439,Moderate,Moderate,Severe,Mild,Moderate
3440,No Rate,No Rate,No Rate,No Rate,No Rate
3441,Moderate,None,Mild,Mild,Mild
3442,No Rate,No Rate,No Rate,No Rate,No Rate
3443,Mild,Moderate,Mild,Mild,Mild
3444,None,Mild,Mild,None,Mild
3445,No Rate,No Rate,No Rate,No Rate,No Rate
3446,No Rate,No Rate,No Rate,No Rate,No Rate
3447,Moderate,Moderate,Mild,Mild,Mild
3448,Moderate,Severe,Moderate,Severe,Severe
3449,Mild,Mild,None,Mild,Mild
3450,Moderate,Moderate,Mild,Mild,Mild
3451,Mild,Severe,Moderate,Mild,Moderate
3452,Moderate,Moderate,Moderate,Mild,Moderate
3453,Mild,Moderate,Severe,Mild,Severe
3454,No Rate,No Rate,No Rate,No Rate,No Rate
3455,Mild,Mild,Mild,Mild,Mild
3456,Moderate,Moderate,Severe,Severe,Moderate
3457,None,Moderate,None,None,Mild
3458,None,Mild,None,Mild,Mild
3459,Mild,Moderate,Moderate,Mild,Moderate
3460,Mild,Moderate,Moderate,Mild,Severe
3461,None,None,None,None,None
3462,Mild,Moderate,Moderate,Moderate,Severe
3463,None,Mild,None,Mild,Moderate
3464,Moderate,Moderate,Mild,Mild,Moderate
3465,None,Moderate,Mild,None,Moderate
3466,Moderate,Mild,None,Mild,Mild
3467,Mild,Severe,Moderate,None,Severe
3468,Severe,Severe,Severe,Severe,Moderate
3469,No Rate,No Rate,No Rate,No Rate,No Rate
3470,No Rate,No Rate,No Rate,No Rate,No Rate
3471,Moderate,None,None,Mild,Mild
3472,None,Mild,None,Mild,Moderate
3473,Moderate,Moderate,None,None,Moderate
3474,Moderate,Moderate,Severe,Moderate,Moderate
3475,None,Severe,Moderate,None,Severe
3476,Moderate,Severe,Severe,Moderate,Moderate
3477,None,Moderate,Mild,Mild,Moderate
3478,Moderate,Moderate,Moderate,Mild,Moderate
3479,Severe,Mild,Severe,Moderate,None
3480,None,Moderate,Mild,Mild,Severe
3481,None,Severe,Severe,None,Moderate
3482,Mild,Mild,Moderate,Moderate,Mild
3483,Moderate,Moderate,Moderate,Moderate,Moderate
3484,None,Mild,None,None,Mild
3485,Moderate,Moderate,Mild,Mild,Moderate
3486,Mild,Mild,Mild,Mild,Moderate
3487,No Rate,No Rate,No Rate,No Rate,No Rate
3488,Severe,Mild,Severe,Moderate,None
3489,Mild,Moderate,Severe,Severe,Moderate
3490,Mild,Moderate,Mild,Mild,Moderate
3491,Moderate,Mild,Mild,Mild,Mild
3492,Mild,Severe,Moderate,Mild,Moderate
3493,Severe,Mild,Moderate,None,None
3494,Mild,None,Moderate,Mild,None
3495,Mild,Moderate,Moderate,Mild,Severe
3496,None,Mild,Moderate,Moderate,Moderate
3497,Mild,None,None,Mild,None
3498,Mild,No Rate,Severe,Mild,No Rate
3499,Severe,Moderate,Mild,Mild,Moderate
3500,Moderate,Severe,Severe,Moderate,Moderate
3501,Mild,Moderate,Moderate,Mild,Moderate
3502,Mild,Mild,None,None,Mild
3503,None,Mild,Mild,Mild,Moderate
3504,Severe,Severe,Moderate,Moderate,Severe
3505,Mild,None,None,Mild,None
3506,Mild,None,Moderate,Moderate,None
3507,No Rate,No Rate,No Rate,No Rate,No Rate
3508,None,Mild,Mild,None,Mild
3509,Moderate,Moderate,Mild,Mild,Severe
3510,Moderate,None,Mild,None,None
3511,None,Moderate,None,Mild,Moderate
3512,Mild,Mild,Mild,Mild,Mild
3513,No Rate,No Rate,No Rate,No Rate,No Rate
3514,Mild,Mild,None,Mild,Mild
3515,Moderate,No Rate,No Rate,Severe,No Rate
3516,None,Moderate,Mild,Mild,Moderate
3517,Mild,Mild,Mild,Mild,None
3518,No Rate,No Rate,No Rate,No Rate,No Rate
3519,Mild,Mild,Mild,Mild,Mild
3520,Severe,Mild,Severe,Moderate,None
3521,No Rate,No Rate,No Rate,No Rate,No Rate
3522,Mild,None,Moderate,Mild,None
3523,No Rate,No Rate,No Rate,No Rate,No Rate
3524,Moderate,Moderate,Severe,Moderate,Mild
3525,Moderate,Severe,Severe,Mild,Severe
3526,None,Severe,Mild,Mild,Moderate
3527,None,Mild,None,Mild,Mild
3528,No Rate,No Rate,No Rate,No Rate,No Rate
3529,Moderate,Mild,Mild,Mild,Mild
3530,None,Mild,None,None,Moderate
3531,Mild,Moderate,Mild,None,Moderate
3532,Mild,Mild,Mild,Mild,Mild
3533,Mild,Mild,None,Mild,Mild
3534,No Rate,No Rate,No Rate,No Rate,No Rate
3535,Severe,Severe,Moderate,Mild,Severe
3536,Mild,Mild,None,Moderate,Mild
3537,Severe,Mild,Mild,Moderate,Mild
3538,Moderate,Severe,Severe,Moderate,Moderate
3539,Severe,Moderate,Mild,Mild,Mild
3540,No Rate,No Rate,No Rate,No Rate,No Rate
3541,Moderate,Severe,Severe,Mild,Moderate
3542,No Rate,No Rate,No Rate,No Rate,No Rate
3543,No Rate,No Rate,No Rate,No Rate,No Rate
3544,Mild,Moderate,Mild,Mild,Mild
3545,Mild,Mild,Mild,Mild,No Rate
3546,None,Moderate,None,None,Moderate
3547,Mild,Moderate,Mild,Mild,Mild
3548,Moderate,Mild,Severe,Moderate,Mild
3549,None,Mild,None,None,Mild
3550,None,None,Mild,None,None
3551,Mild,None,Mild,Mild,Mild
3552,None,Mild,Mild,Mild,Moderate
3553,Mild,Severe,Moderate,Mild,Moderate
3554,None,Mild,Mild,Mild,Mild
3555,No Rate,No Rate,No Rate,No Rate,No Rate
3556,Mild,Moderate,Mild,Mild,Mild
3557,Mild,Mild,Moderate,Mild,None
3558,Moderate,Mild,Severe,Severe,Mild
3559,Moderate,Mild,Moderate,Mild,Mild
3560,Moderate,Moderate,Mild,Mild,Moderate
3561,Moderate,Severe,Moderate,Mild,Severe
3562,Mild,None,Mild,Mild,Mild
3563,Mild,Mild,Moderate,Moderate,Mild
3564,None,Mild,None,Mild,Mild
3565,Severe,Mild,Moderate,Mild,None
3566,Moderate,Severe,Severe,Severe,Severe
3567,Moderate,Mild,Severe,Moderate,None
3568,Moderate,None,Moderate,Mild,None
3569,Severe,No Rate,No Rate,No Rate,No Rate
3570,None,Mild,Moderate,Mild,None
3571,Severe,Severe,Severe,Severe,Severe
3572,No Rate,No Rate,No Rate,No Rate,No Rate
3573,Mild,Moderate,Severe,Mild,Severe
3574,Mild,None,None,None,Mild
3575,None,Severe,Moderate,Mild,Moderate
3576,Mild,Moderate,Mild,Mild,Severe
3577,Mild,Severe,Moderate,Mild,Severe
3578,Mild,Mild,Mild,Mild,Mild
3579,Mild,Severe,Mild,None,Moderate
3580,Mild,Moderate,Moderate,Mild,Moderate
3581,None,Severe,Severe,Mild,Moderate
3582,Moderate,Moderate,Moderate,Moderate,Moderate
3583,Moderate,Mild,None,Mild,Moderate
3584,Mild,Mild,None,Mild,Mild
3585,Severe,Severe,Severe,Moderate,Severe
3586,None,None,None,None,None
3587,None,Moderate,Moderate,Mild,Moderate
3588,Mild,Moderate,Mild,Mild,Mild
3589,Moderate,None,Mild,Mild,None
3590,Mild,Moderate,None,None,Moderate
3591,None,Moderate,Mild,Mild,Moderate
3592,Severe,None,Mild,Mild,Mild
3593,Mild,Mild,Mild,Mild,Mild
3594,Moderate,None,Mild,Mild,None
3595,None,Mild,Mild,Mild,Moderate
3596,Mild,Moderate,Severe,Mild,Moderate
3597,Mild,None,None,Mild,None
3598,Severe,Severe,Severe,Moderate,Moderate
3599,Mild,None,Moderate,Mild,None
3600,Mild,None,Moderate,Mild,None
3601,Mild,None,Moderate,Mild,None
3602,Mild,Severe,Severe,Severe,Severe
3603,Moderate,Severe,Severe,Moderate,Severe
3604,Moderate,Severe,No Rate,No Rate,No Rate
3605,No Rate,No Rate,No Rate,No Rate,No Rate
3606,Mild,Moderate,Mild,Mild,Moderate
3607,Mild,Moderate,Mild,Mild,Moderate
3608,Severe,Moderate,Mild,Mild,Mild
3609,Mild,Mild,Moderate,Mild,Mild
3610,Moderate,Moderate,Mild,Moderate,Severe
3611,None,Moderate,Mild,Mild,Mild
3612,No Rate,No Rate,No Rate,No Rate,No Rate
3613,Moderate,Moderate,Moderate,Mild,Mild
3614,Moderate,None,Moderate,Mild,No Rate
3615,Moderate,Mild,Mild,None,Mild
3616,Mild,Mild,Mild,No Rate,Moderate
3617,Moderate,No Rate,No Rate,No Rate,No Rate
3618,None,Mild,None,Mild,Mild
3619,Moderate,Mild,Moderate,Moderate,Moderate
3620,Mild,Moderate,Mild,Mild,Mild
3621,Mild,Mild,Severe,Moderate,No Rate
3622,Mild,Moderate,Moderate,Moderate,Mild
3623,Mild,Moderate,Severe,Mild,Moderate
3624,Mild,Mild,Mild,Mild,None
3625,Mild,Moderate,Mild,Mild,Moderate
3626,None,Moderate,Moderate,None,Moderate
3627,Mild,Moderate,Moderate,Mild,Moderate
3628,None,Moderate,Severe,Mild,Mild
3629,Severe,None,Severe,Severe,Mild
3630,Mild,Moderate,No Rate,Mild,No Rate
3631,Mild,Mild,Moderate,None,Moderate
3632,Moderate,Moderate,Moderate,Mild,Moderate
3633,Mild,None,Mild,Moderate,None
3634,Moderate,None,Moderate,Mild,None
3635,Mild,Moderate,Severe,Moderate,Moderate
3636,None,None,Moderate,Mild,None
3637,Mild,Moderate,Severe,Mild,Severe
3638,None,Mild,Moderate,None,Mild
3639,None,None,None,None,Mild
3640,Mild,None,Mild,Mild,None
3641,Mild,No Rate,None,Mild,Mild
3642,Mild,Mild,Moderate,None,Moderate
3643,None,Moderate,None,Mild,Mild
3644,None,Moderate,Mild,Mild,Moderate
3645,Moderate,No Rate,No Rate,No Rate,No Rate
3646,Moderate,Mild,Mild,Mild,Mild
3647,Moderate,Severe,Mild,Mild,Moderate
3648,Moderate,Moderate,Severe,Moderate,Moderate
3649,Mild,None,Moderate,Mild,None
3650,Severe,Mild,Mild,Moderate,Mild
3651,Mild,Mild,Mild,Mild,Mild
3652,Severe,Severe,Severe,Severe,Severe
3653,Moderate,Severe,Moderate,Mild,Moderate
3654,Mild,Moderate,Severe,Moderate,Moderate
3655,Mild,Severe,Severe,Moderate,Moderate
3656,Severe,Severe,Severe,Severe,Moderate
3657,Mild,Mild,Moderate,Mild,Mild
3658,Mild,Moderate,Moderate,Mild,Mild
3659,Severe,Moderate,Moderate,Moderate,Moderate
3660,None,Mild,None,None,Moderate
3661,Severe,Severe,Mild,Moderate,Moderate
3662,Mild,Mild,None,Mild,Mild
3663,None,Severe,None,None,Severe
3664,Mild,Mild,Mild,Mild,Mild
3665,Moderate,None,Mild,Mild,None
3666,Mild,None,Mild,Mild,None
3667,None,Moderate,Mild,Mild,Moderate
3668,Severe,Severe,Severe,Moderate,Moderate
3669,None,Moderate,None,Mild,Moderate
3670,Mild,Moderate,Mild,Mild,Moderate
3671,Mild,Severe,Moderate,Mild,Moderate
3672,Mild,Mild,Severe,Moderate,Mild
3673,Mild,None,Moderate,Mild,None
3674,Mild,None,Moderate,Mild,None
3675,Mild,Moderate,Moderate,Moderate,Moderate
3676,Mild,Moderate,Moderate,None,Moderate
3677,Moderate,Severe,Moderate,Mild,Moderate
3678,No Rate,No Rate,No Rate,No Rate,No Rate
3679,None,Moderate,Moderate,Mild,Mild
3680,No Rate,No Rate,No Rate,No Rate,No Rate
3681,Mild,Moderate,Mild,Mild,Moderate
3682,None,Mild,None,Mild,Mild
3683,None,Severe,Moderate,Mild,Severe
3684,Mild,Severe,Moderate,Moderate,Severe
3685,None,Moderate,Mild,Moderate,Moderate
3686,Severe,No Rate,No Rate,No Rate,No Rate
3687,Mild,Mild,Severe,Severe,None
3688,Mild,Mild,Moderate,Mild,Mild
3689,None,Moderate,None,None,Mild
3690,Severe,Severe,Severe,Severe,Severe
3691,Moderate,Severe,Moderate,Mild,Severe
3692,No Rate,No Rate,No Rate,No Rate,No Rate
3693,Moderate,Severe,Severe,Mild,Severe
3694,Mild,Severe,Mild,Mild,Moderate
3695,Mild,Moderate,Severe,Moderate,Moderate
3696,Mild,None,Mild,Mild,None
3697,Severe,Severe,Moderate,Mild,Severe
3698,Moderate,Severe,Severe,Mild,Severe
3699,Mild,Moderate,Mild,None,Moderate
3700,Mild,None,Mild,Mild,None
3701,None,Mild,Moderate,Mild,None
3702,Moderate,Severe,Moderate,Moderate,Moderate
3703,Mild,None,Mild,Mild,None
3704,Mild,None,Mild,Mild,None
3705,Mild,Moderate,Mild,Mild,Moderate
3706,Severe,Mild,Mild,Mild,Moderate
3707,Mild,None,Moderate,Mild,None
3708,Mild,Moderate,Moderate,Moderate,Moderate
3709,Mild,Moderate,Moderate,Mild,Severe
3710,None,None,Mild,Mild,None
3711,None,Moderate,None,Mild,Moderate
3712,No Rate,No Rate,No Rate,No Rate,No Rate
3713,Moderate,Moderate,Moderate,Mild,Severe
3714,Moderate,Severe,Severe,Moderate,Moderate
3715,None,None,None,None,None
3716,Mild,Mild,Mild,Moderate,Mild
3717,Moderate,None,Mild,Mild,None
3718,Moderate,Moderate,Mild,Mild,Moderate
3719,None,Mild,Mild,None,Moderate
3720,Mild,Mild,Mild,Mild,Mild
3721,Mild,Mild,Moderate,Mild,Mild
3722,None,Severe,Moderate,None,Mild
3723,Mild,Mild,Moderate,Mild,None
3724,Moderate,None,Moderate,Moderate,None
3725,Severe,Moderate,Severe,Mild,Moderate
3726,Mild,Moderate,Moderate,Mild,Moderate
3727,Mild,None,Mild,Mild,None
3728,Moderate,Moderate,Mild,Mild,Moderate
3729,None,Moderate,None,Mild,Moderate
3730,No Rate,No Rate,No Rate,No Rate,No Rate
3731,Moderate,Severe,Moderate,Moderate,Severe
3732,None,Mild,None,None,Mild
3733,None,Moderate,None,None,Moderate
3734,No Rate,No Rate,No Rate,No Rate,No Rate
3735,Moderate,Moderate,Moderate,Moderate,Moderate
3736,Mild,None,Mild,Mild,None
3737,No Rate,No Rate,No Rate,No Rate,No Rate
3738,Mild,Moderate,Moderate,Mild,Mild
3739,Mild,Moderate,Mild,Mild,Moderate
3740,Mild,Moderate,Moderate,Moderate,Moderate
3741,Mild,Mild,Mild,Mild,None
3742,None,Mild,None,None,Mild
3743,Moderate,Moderate,Mild,Mild,Moderate
3744,None,Mild,None,None,Mild
3745,Moderate,Severe,Severe,Mild,Severe
3746,Mild,Severe,Moderate,Moderate,Moderate
3747,No Rate,No Rate,No Rate,No Rate,No Rate
3748,None,Moderate,Mild,Mild,Moderate
3749,Mild,None,Moderate,Mild,None
3750,None,Mild,Mild,Mild,Severe
3751,Severe,Moderate,Moderate,Mild,Moderate
3752,None,None,None,None,None
3753,None,Moderate,Mild,Mild,Moderate
3754,None,Mild,None,Mild,Mild
3755,Mild,Severe,Moderate,Moderate,Moderate
3756,Mild,Mild,Mild,Mild,None
3757,Moderate,Mild,Moderate,None,None
3758,Mild,Mild,Moderate,None,Moderate
3759,None,Moderate,Moderate,Mild,Moderate
3760,Moderate,Mild,Moderate,Mild,None
3761,No Rate,No Rate,No Rate,No Rate,No Rate
3762,No Rate,No Rate,No Rate,No Rate,No Rate
3763,Mild,Mild,Moderate,Moderate,Mild
3764,Mild,None,None,None,None
3765,None,Moderate,Mild,Mild,Moderate
3766,No Rate,No Rate,No Rate,No Rate,No Rate
3767,Moderate,Mild,Mild,Mild,None
3768,Moderate,Severe,Severe,Moderate,Severe
3769,Moderate,Mild,Mild,Mild,Mild
3770,Mild,Moderate,Mild,None,Moderate
3771,Moderate,Severe,Moderate,Moderate,Moderate
3772,None,Mild,Mild,None,Mild
3773,Mild,Moderate,Mild,Mild,Moderate
3774,Moderate,Mild,Mild,Mild,Mild
3775,None,Severe,Moderate,Mild,Moderate
3776,Moderate,Moderate,Severe,Severe,Mild
3777,Mild,Mild,Mild,None,Moderate
3778,Mild,Moderate,Moderate,Mild,Moderate
3779,Mild,Mild,Mild,Mild,None
3780,Mild,Moderate,Severe,Mild,Moderate
3781,Moderate,None,Mild,Severe,None
3782,Moderate,Moderate,Severe,Moderate,Mild
3783,Moderate,Severe,Severe,Mild,Moderate
3784,Mild,Severe,Moderate,Mild,Severe
3785,Mild,None,Moderate,Moderate,None
3786,Moderate,Mild,Severe,Moderate,Mild
3787,Mild,Moderate,None,Mild,Moderate
3788,Mild,Mild,Mild,None,Mild
3789,None,Moderate,Mild,Mild,Moderate
3790,None,None,Moderate,Mild,None
3791,Moderate,Mild,Moderate,Moderate,Mild
3792,No Rate,No Rate,No Rate,No Rate,No Rate
3793,Mild,None,Severe,Mild,Mild
3794,Severe,Moderate,Severe,Mild,Moderate
3795,None,Mild,Mild,Mild,Mild
3796,Moderate,Mild,Moderate,Moderate,Mild
3797,Mild,None,Mild,Mild,None
3798,None,Mild,Mild,Mild,Moderate
3799,None,Severe,Moderate,Mild,Moderate
3800,Severe,Mild,Moderate,Moderate,Mild
3801,No Rate,No Rate,No Rate,No Rate,No Rate
3802,Severe,Severe,Severe,Severe,Moderate
3803,Mild,Moderate,None,Mild,Moderate
3804,Moderate,Moderate,Moderate,Mild,Mild
3805,Mild,Mild,Mild,Moderate,Mild
3806,Mild,Mild,Moderate,Mild,Mild
3807,None,Mild,Mild,Mild,Mild
3808,Mild,Mild,Severe,Moderate,Mild
3809,None,Mild,None,Mild,Moderate
3810,None,Severe,Severe,No Rate,No Rate
3811,Mild,Mild,Moderate,Mild,Mild
3812,Severe,Severe,Moderate,Severe,Severe
3813,Mild,Moderate,Mild,Mild,Moderate
3814,Mild,Moderate,Moderate,None,Moderate
3815,Mild,None,Moderate,Mild,None
3816,Moderate,Mild,Severe,Moderate,Mild
3817,Mild,Moderate,Mild,None,Moderate
3818,None,Severe,Severe,Moderate,Moderate
3819,No Rate,No Rate,No Rate,No Rate,No Rate
3820,Mild,Severe,Moderate,None,Moderate
3821,No Rate,Moderate,No Rate,No Rate,No Rate
3822,None,Moderate,Mild,Mild,Moderate
3823,Mild,Moderate,Mild,Mild,Moderate
3824,Mild,No Rate,Severe,No Rate,No Rate
3825,None,Moderate,Severe,Mild,Moderate
3826,Severe,Mild,Moderate,Severe,None
3827,Severe,None,Moderate,Moderate,None
3828,No Rate,No Rate,No Rate,No Rate,No Rate
3829,No Rate,No Rate,No Rate,No Rate,No Rate
3830,None,Severe,Mild,Mild,Severe
3831,Mild,Moderate,Moderate,Mild,Mild
3832,Severe,Moderate,Severe,Severe,Moderate
3833,None,Moderate,Mild,Mild,Mild
3834,Mild,Moderate,Moderate,Mild,Moderate
3835,Moderate,Mild,Mild,None,None
3836,None,Mild,Severe,Moderate,Mild
3837,None,None,Mild,Mild,None
3838,None,Severe,Moderate,Mild,Mild
3839,None,Mild,Mild,None,Moderate
3840,Mild,Mild,None,Mild,Mild
3841,None,None,Mild,None,None
3842,Moderate,Mild,Mild,Moderate,None
3843,Mild,Moderate,Moderate,Moderate,Mild
3844,No Rate,No Rate,No Rate,No Rate,No Rate
3845,Mild,No Rate,No Rate,No Rate,No Rate
